Product ID,Category,Sub Category,Color,Sizes,Production Cost
1404,Children,Accessories,,,3.26
1405,Feminine,Coats and Blazers,BLACK,S|M|L,18.56
1406,Feminine,Sweaters and Knitwear,RED,S|M|L|XL,7.98
1407,Feminine,Dresses and Jumpsuits,RED,S|M|L|XL,29.89
1408,Feminine,Shirts and Blouses,,S|M|L|XL,12.56
1409,Feminine,T-shirts and Tops,,S|M|L,5.14
1410,Feminine,Pants and Jeans,,36|38|40|42|44|46,9.35
1411,Feminine,Skirts and Shorts,,S|M|L|XL,5.68
1412,Feminine,Suits and Sets,,S|M|L|XL,14.48
1413,Feminine,Sportswear,,S|M|L|XL,12.17
1414,Feminine,Pajamas,,S|M|L|XL,6.08
1415,Feminine,Accessories,,,14.26
1416,Masculine,Coats and Blazers,TURQUOISE,M|L|XL|XXL,28.36
1417,Masculine,Sweaters and Sweatshirts,GREEN,M|L|XL|XXL,14.67
1418,Masculine,T-shirts and Polos,BLACK,M|L|XL|XXL,15.69
1419,Masculine,Shirts,,M|L|XL,18.89
1420,Masculine,Pants and Jeans,,38|40|42|44|46|48,8.89
1421,Masculine,Suits,,M|L|XL|XXL,46.05
1422,Masculine,Sportswear,,M|L|XL|XXL,26.97
1423,Masculine,Blazers,,M|L|XL|XXL,5.38
1424,Masculine,Accessories,,,3.86
1425,Children,Baby (0-12 months),YELLOW,P|M|G,6.38
1426,Children,"Girl and Boy (1-5 years, 6-14 years)",BLACK,P|M|G|GG,13.29
1427,Children,Coats,GREEN,P|M|G,22.01
1428,Children,Sweaters,,P|M|G,4.85
1429,Children,Pajamas-2,,P|M|G,6.03
1430,Children,Accessories,,,3.64
1431,Feminine,Coats and Blazers,WHITE,S|M|L|XL,32.22
1432,Feminine,Sweaters and Knitwear,BEIGE,S|M|L|XL,15.36
1433,Feminine,Dresses and Jumpsuits,PINK,S|M|L|XL,29.25
1434,Feminine,Shirts and Blouses,,S|M|L|XL,15.69
1435,Feminine,T-shirts and Tops,,S|M|L|XL,5.32
1436,Feminine,Pants and Jeans,,36|38|40|42|44|46,31.16
1437,Feminine,Skirts and Shorts,,S|M|L|XL,12.04
1438,Feminine,Suits and Sets,,S|M|L|XL,14.69
1439,Feminine,Sportswear,,S|M|L|XL,5.78
1440,Feminine,Pajamas,,S|M|L|XL,4.6
1441,Feminine,Accessories,,,6.95
1442,Masculine,Coats and Blazers,,M|L|XL|XXL,22.26
1443,Masculine,Sweaters and Sweatshirts,BURGUNDY,M|L|XL|XXL,9.59
1444,Masculine,T-shirts and Polos,RED,M|L|XL|XXL,7.99
1445,Masculine,Shirts,,M|L|XL|XXL,5.54
1446,Masculine,Pants and Jeans,,38|40|42|44|46|48,24.63
1447,Masculine,Suits,,M|L|XL|XXL,16.61
1448,Masculine,Sportswear,,M|L|XL|XXL,20.8
1449,Masculine,Blazers,,M|L|XL|XXL,12.37
1450,Masculine,Accessories,,,4.75
1451,Children,Baby (0-12 months),TURQUOISE,P|M|G,4.47
1452,Children,"Girl and Boy (1-5 years, 6-14 years)",BLUE,P|M|G|GG,10.83
1453,Children,Coats,MUSTARD,P|M|G,29
1454,Children,Sweaters,,P|M|G,21.66
1455,Children,Pajamas-2,,P|M|G,6.21
1456,Children,Accessories,,,2.57
1457,Feminine,Coats and Blazers,BLUE,S|M|L|XL,45.56
1458,Feminine,Sweaters and Knitwear,BURGUNDY,S|M|L,11.54
1459,Feminine,Dresses and Jumpsuits,BURGUNDY,S|M|L|XL,8.66
1460,Feminine,Shirts and Blouses,,S|M|L|XL,3.48
1461,Feminine,T-shirts and Tops,,S|M|L|XL,4.6
1462,Feminine,Pants and Jeans,,36|38|40|42|44|46,28.3
1463,Feminine,Skirts and Shorts,,S|M|L|XL,13.83
1464,Feminine,Suits and Sets,,S|M|L|XL,24.02
1465,Feminine,Sportswear,,S|M|L|XL,10.3
1466,Feminine,Pajamas,,S|M|L|XL,7.3
1467,Feminine,Accessories,,,9.81
1468,Masculine,Coats and Blazers,WHITE,M|L|XL|XXL,38.32
1469,Masculine,Sweaters and Sweatshirts,LILAC,M|L|XL|XXL,18.19
1470,Masculine,T-shirts and Polos,BLACK,M|L|XL|XXL,9.09
1471,Masculine,Shirts,,M|L|XL,3.07
1472,Masculine,Pants and Jeans,,38|40|42|44|46|48,51.1
1473,Masculine,Suits,,M|L|XL|XXL,44.42
1474,Masculine,Sportswear,,M|L|XL|XXL,3.56
1475,Masculine,Blazers,,M|L|XL|XXL,5.87
1476,Masculine,Accessories,,,2.44
1477,Children,Baby (0-12 months),GOLD,P|M|G,12.53
1478,Children,"Girl and Boy (1-5 years, 6-14 years)",BEIGE,P|M|G|GG,23.19
1479,Children,Coats,SILVER,P|M|G,19.21
1480,Children,Sweaters,,P|M|G,11.34
1481,Children,Pajamas-2,,P|M|G,5.5
1482,Children,Accessories,,,8.53
1483,Feminine,Coats and Blazers,BLACK,S|M|L|XL,13.31
1484,Feminine,Sweaters and Knitwear,RED,S|M|L|XL,18.11
1485,Feminine,Dresses and Jumpsuits,GREEN,S|M|L|XL,16.23
1486,Feminine,Shirts and Blouses,,S|M|L|XL,18.76
1487,Feminine,T-shirts and Tops,,S|M|L|XL,22.09
1488,Feminine,Pants and Jeans,,36|38|40|42|44|46,23.48
1489,Feminine,Skirts and Shorts,,S|M|L|XL,22.92
1490,Feminine,Suits and Sets,,S|M|L|XL,72.04
1491,Feminine,Sportswear,,S|M|L|XL,28.79
1492,Feminine,Pajamas,,S|M|L|XL,2.97
1493,Feminine,Accessories,,,1.99
1494,Masculine,Coats and Blazers,NEUTRAL,M|L|XL|XXL,27
1495,Masculine,Sweaters and Sweatshirts,,M|L|XL|XXL,13.73
1496,Masculine,T-shirts and Polos,PINK,M|L|XL|XXL,22.94
1497,Masculine,Shirts,,M|L|XL,12.88
1498,Masculine,Pants and Jeans,,38|40|42|44|46|48,22.08
1499,Masculine,Suits,,M|L|XL|XXL,45.92
1500,Masculine,Sportswear,,M|L|XL,11.84
1501,Masculine,Blazers,,M|L|XL|XXL,12.86
1502,Masculine,Accessories,,,2.78
1503,Children,Baby (0-12 months),PINK,P|M|G,5.24
1504,Children,"Girl and Boy (1-5 years, 6-14 years)",NEUTRAL,P|M|G|GG,5.56
1505,Children,Coats,LILAC,P|M|G,15.93
1506,Children,Sweaters,,P|M|G,17.67
1507,Children,Pajamas-2,,P|M|G,11.21
1508,Children,Accessories,,,4.8
1509,Feminine,Coats and Blazers,LILAC,S|M|L|XL,10.9
1510,Feminine,Sweaters and Knitwear,YELLOW,S|M|L|XL,13.49
1511,Feminine,Dresses and Jumpsuits,GREEN,S|M|L|XL,5.02
1512,Feminine,Shirts and Blouses,,S|M|L|XL,5.17
1513,Feminine,T-shirts and Tops,,S|M|L|XL,11.26
1514,Feminine,Pants and Jeans,,36|38|40|42|44|46,41.79
1515,Feminine,Skirts and Shorts,,S|M|L,6.47
1516,Feminine,Suits and Sets,,S|M|L,57.99
1517,Feminine,Sportswear,,S|M|L|XL,14.23
1518,Feminine,Pajamas,,S|M|L|XL,12.85
1519,Feminine,Accessories,,,6.74
1520,Masculine,Coats and Blazers,TURQUOISE,M|L|XL|XXL,52.41
1521,Masculine,Sweaters and Sweatshirts,MUSTARD,M|L|XL|XXL,9.96
1522,Masculine,T-shirts and Polos,,M|L|XL,30.74
1523,Masculine,Shirts,,M|L|XL|XXL,11.38
1524,Masculine,Pants and Jeans,,38|40|42|44|46|48,17.98
1525,Masculine,Suits,,M|L|XL|XXL,12.43
1526,Masculine,Sportswear,,M|L|XL|XXL,19.34
1527,Masculine,Blazers,,M|L|XL|XXL,7.52
1528,Masculine,Accessories,,,12.77
1529,Children,Baby (0-12 months),YELLOW,P|M|G,8.33
1530,Children,"Girl and Boy (1-5 years, 6-14 years)",WHITE,P|M|G|GG,30.33
1531,Children,Coats,NEUTRAL,P|M|G,21.68
1532,Children,Sweaters,,P|M|G,6.89
1533,Children,Pajamas-2,,P|M|G,8.62
1534,Children,Accessories,,,6.93
1535,Feminine,Coats and Blazers,,S|M|L,26.42
1536,Feminine,Sweaters and Knitwear,RED,S|M|L|XL,24.82
1537,Feminine,Dresses and Jumpsuits,BLUE,S|M|L|XL,13.1
1538,Feminine,Shirts and Blouses,,S|M|L|XL,16.35
1539,Feminine,T-shirts and Tops,,S|M|L|XL,13.94
1540,Feminine,Pants and Jeans,,36|38|40|42|44|46,9.42
1541,Feminine,Skirts and Shorts,,S|M|L|XL,5.02
1542,Feminine,Suits and Sets,,S|M|L|XL,14.62
1543,Feminine,Sportswear,,S|M|L|XL,13.75
1544,Feminine,Pajamas,,S|M|L|XL,12.72
1545,Feminine,Accessories,,,10.3
1546,Masculine,Coats and Blazers,MUSTARD,M|L|XL|XXL,53.61
1547,Masculine,Sweaters and Sweatshirts,YELLOW,M|L|XL|XXL,9.13
1548,Masculine,T-shirts and Polos,,M|L|XL|XXL,18.5
1549,Masculine,Shirts,,M|L|XL|XXL,12.6
1550,Masculine,Pants and Jeans,,38|40|42|44|46|48,26.88
1551,Masculine,Suits,,M|L|XL|XXL,29.69
1552,Masculine,Sportswear,,M|L|XL,20.54
1553,Masculine,Blazers,,M|L|XL|XXL,9.48
1554,Masculine,Accessories,,,3.64
1555,Children,Baby (0-12 months),BEIGE,P|M|G,7.84
1556,Children,"Girl and Boy (1-5 years, 6-14 years)",,P|M|G|GG,3.75
1557,Children,Coats,WHITE,P|M|G,8.04
1558,Children,Sweaters,,P|M|G,10.99
1559,Children,Pajamas-2,,P|M|G,8.96
1560,Children,Accessories,,,2.65
1561,Feminine,Coats and Blazers,WHITE,S|M|L|XL,22.22
1562,Feminine,Sweaters and Knitwear,BLUE,S|M|L|XL,13.39
1563,Feminine,Dresses and Jumpsuits,,S|M|L|XL,42.83
1564,Feminine,Shirts and Blouses,,S|M|L|XL,3.23
1565,Feminine,T-shirts and Tops,,S|M|L|XL,7.93
1566,Feminine,Pants and Jeans,,36|38|40|42|44|46,13.72
1567,Feminine,Skirts and Shorts,,S|M|L|XL,12.17
1568,Feminine,Suits and Sets,,S|M|L|XL,38.39
1569,Feminine,Sportswear,,S|M|L|XL,12.66
1570,Feminine,Pajamas,,S|M|L|XL,13.15
1571,Feminine,Accessories,GOLD,,10.88
1572,Masculine,Coats and Blazers,MUSTARD,M|L|XL,9.85
1573,Masculine,Sweaters and Sweatshirts,,M|L|XL|XXL,12.09
1574,Masculine,T-shirts and Polos,SILVER,M|L|XL|XXL,12.59
1575,Masculine,Shirts,,M|L|XL|XXL,3.59
1576,Masculine,Pants and Jeans,,38|40|42|44|46|48,51.59
1577,Masculine,Suits,,M|L|XL|XXL,32.42
1578,Masculine,Sportswear,,M|L|XL|XXL,26.93
1579,Masculine,Blazers,,M|L|XL|XXL,3.88
1580,Masculine,Accessories,,,1.37
1581,Children,Baby (0-12 months),WHITE,P|M|G,16.53
1582,Children,"Girl and Boy (1-5 years, 6-14 years)",,P|M|G|GG,19.21
1583,Children,Coats,,P|M|G,24.09
1584,Children,Sweaters,,P|M|G,12.59
1585,Children,Pajamas-2,,P|M|G,21.09
1586,Children,Accessories,,,2.9
1587,Feminine,Coats and Blazers,BLACK,S|M|L|XL,20.69
1588,Feminine,Sweaters and Knitwear,SILVER,S|M|L|XL,3.38
1589,Feminine,Dresses and Jumpsuits,GREEN,S|M|L|XL,11.51
1590,Feminine,Shirts and Blouses,,S|M|L|XL,14.42
1591,Feminine,T-shirts and Tops,,S|M|L|XL,5.7
1592,Feminine,Pants and Jeans,,36|38|40|42|44|46,5.48
1593,Feminine,Skirts and Shorts,,S|M|L|XL,12.57
1594,Feminine,Suits and Sets,,S|M|L|XL,37.59
1595,Feminine,Sportswear,,S|M|L|XL,3.69
1596,Feminine,Pajamas,,S|M|L|XL,8.35
1597,Feminine,Accessories,,,1.49
1598,Masculine,Coats and Blazers,GREEN,M|L|XL|XXL,39.82
1599,Masculine,Sweaters and Sweatshirts,PINK,M|L|XL|XXL,30.43
1600,Masculine,T-shirts and Polos,WHITE,M|L|XL|XXL,4.21
1601,Masculine,Shirts,,M|L|XL|XXL,5.7
1602,Masculine,Pants and Jeans,,38|40|42|44|46|48,18.88
1603,Masculine,Suits,,M|L|XL|XXL,52.56
1604,Masculine,Sportswear,,M|L|XL|XXL,11.42
1605,Masculine,Blazers,,M|L|XL|XXL,13.72
1606,Masculine,Accessories,,,3.25
1607,Children,Baby (0-12 months),RED,P|M|G,12.9
1608,Children,"Girl and Boy (1-5 years, 6-14 years)",NEUTRAL,P|M|G|GG,11.33
1609,Children,Coats,GREEN,P|M|G,22.61
1610,Children,Sweaters,,P|M|G,13.42
1611,Children,Pajamas-2,,P|M|G,6.68
1612,Children,Accessories,,,7.25
1613,Feminine,Coats and Blazers,BLACK,S|M|L|XL,23.1
1614,Feminine,Sweaters and Knitwear,LILAC,S|M|L|XL,23.49
1615,Feminine,Dresses and Jumpsuits,,S|M|L,31.68
1616,Feminine,Shirts and Blouses,,S|M|L|XL,20.31
1617,Feminine,T-shirts and Tops,,S|M|L|XL,20.58
1618,Feminine,Pants and Jeans,,36|38|40|42,5.6
1619,Feminine,Skirts and Shorts,,S|M|L|XL,11.01
1620,Feminine,Suits and Sets,,S|M|L|XL,13.19
1621,Feminine,Sportswear,,S|M|L|XL,22.09
1622,Feminine,Pajamas,,S|M|L|XL,13.86
1623,Feminine,Accessories,,,3.59
1624,Masculine,Coats and Blazers,TURQUOISE,M|L|XL|XXL,11.99
1625,Masculine,Sweaters and Sweatshirts,GREEN,M|L|XL|XXL,8.93
1626,Masculine,T-shirts and Polos,LILAC,M|L|XL|XXL,6.64
1627,Masculine,Shirts,,M|L|XL|XXL,4.74
1628,Masculine,Pants and Jeans,,38|40|42|44|46|48,28.08
1629,Masculine,Suits,,M|L|XL|XXL,25.67
1630,Masculine,Sportswear,,M|L|XL|XXL,21.42
1631,Masculine,Blazers,,M|L|XL|XXL,12.74
1632,Masculine,Accessories,,,10.3
1633,Children,Baby (0-12 months),GOLD,P|M|G,11.64
1634,Children,"Girl and Boy (1-5 years, 6-14 years)",RED,P|M|G,7.75
1635,Children,Coats,,P|M|G,28.74
1636,Children,Sweaters,,P|M|G,24.56
1637,Children,Pajamas-2,,P|M|G,9.98
1638,Children,Accessories,,,7.69
1639,Feminine,Coats and Blazers,YELLOW,S|M|L,33.63
1640,Feminine,Sweaters and Knitwear,MUSTARD,S|M|L|XL,5.73
1641,Feminine,Dresses and Jumpsuits,NEUTRAL,S|M|L|XL,22.75
1642,Feminine,Shirts and Blouses,,S|M|L,15.15
1643,Feminine,T-shirts and Tops,,S|M|L|XL,2.56
1644,Feminine,Pants and Jeans,,36|38|40|42|44|46,7.14
1645,Feminine,Skirts and Shorts,,S|M|L,9.91
1646,Feminine,Suits and Sets,,S|M|L|XL,28.54
1647,Feminine,Sportswear,,S|M|L,7.48
1648,Feminine,Pajamas,,S|M|L,3.51
1649,Feminine,Accessories,SILVER,,10.71
1650,Masculine,Coats and Blazers,,M|L|XL|XXL,21.43
1651,Masculine,Sweaters and Sweatshirts,WHITE,M|L|XL,5.05
1652,Masculine,T-shirts and Polos,BEIGE,M|L|XL|XXL,4.8
1653,Masculine,Shirts,,M|L|XL,16.42
1654,Masculine,Pants and Jeans,,38|40|42|44|46|48,41.53
1655,Masculine,Suits,,M|L|XL|XXL,18.79
1656,Masculine,Sportswear,,M|L|XL|XXL,13.44
1657,Masculine,Blazers,,M|L|XL|XXL,5.14
1658,Masculine,Accessories,SILVER,,3.88
1659,Children,Baby (0-12 months),YELLOW,P|M|G,3.07
1660,Children,"Girl and Boy (1-5 years, 6-14 years)",TURQUOISE,P|M|G|GG,11.67
1661,Children,Coats,WHITE,P|M|G,22.79
1662,Children,Sweaters,,P|M|G,14.57
1663,Children,Pajamas-2,,P|M|G,2.31
1664,Children,Accessories,,,5.94
1665,Feminine,Coats and Blazers,GREEN,S|M|L|XL,12.32
1666,Feminine,Sweaters and Knitwear,,S|M|L|XL,16.61
1667,Feminine,Dresses and Jumpsuits,BLACK,S|M|L|XL,21.46
1668,Feminine,Shirts and Blouses,,S|M|L|XL,5.99
1669,Feminine,T-shirts and Tops,,S|M|L|XL,3.95
1670,Feminine,Pants and Jeans,,36|38|40|42|44|46,16.96
1671,Feminine,Skirts and Shorts,,S|M|L,3.87
1672,Feminine,Suits and Sets,,S|M|L|XL,67.12
1673,Feminine,Sportswear,,S|M|L|XL,16.55
1674,Feminine,Pajamas,,S|M|L|XL,3.2
1675,Feminine,Accessories,,,3.35
1676,Masculine,Coats and Blazers,BURGUNDY,M|L|XL|XXL,34.36
1677,Masculine,Sweaters and Sweatshirts,BURGUNDY,M|L|XL|XXL,17.87
1678,Masculine,T-shirts and Polos,LILAC,M|L|XL|XXL,5.91
1679,Masculine,Shirts,,M|L|XL|XXL,10.21
1680,Masculine,Pants and Jeans,,38|40|42|44|46|48,5.79
1681,Masculine,Suits,,M|L|XL|XXL,21.88
1682,Masculine,Sportswear,,M|L|XL|XXL,25.1
1683,Masculine,Blazers,,M|L|XL|XXL,10.63
1684,Masculine,Accessories,,,1.54
1685,Children,Baby (0-12 months),,P|M|G,14.67
1686,Children,"Girl and Boy (1-5 years, 6-14 years)",BLUE,P|M|G|GG,26.49
1687,Children,Coats,BLUE,P|M|G,33.37
1688,Children,Sweaters,,P|M|G,10.35
1689,Children,Pajamas-2,,P|M|G,8.59
1690,Children,Accessories,,,9.47
1691,Feminine,Coats and Blazers,MUSTARD,S|M|L|XL,39.96
1692,Feminine,Sweaters and Knitwear,BLACK,S|M|L|XL,19.51
1693,Feminine,Dresses and Jumpsuits,WHITE,S|M|L|XL,16.44
1694,Feminine,Shirts and Blouses,,S|M|L|XL,20.39
1695,Feminine,T-shirts and Tops,,S|M|L|XL,6.68
1696,Feminine,Pants and Jeans,,36|38|40|42|44|46,4.68
1697,Feminine,Skirts and Shorts,,S|M|L|XL,13.61
1698,Feminine,Suits and Sets,,S|M|L|XL,13.63
1699,Feminine,Sportswear,,S|M|L|XL,4.55
1700,Feminine,Pajamas,,S|M|L|XL,6.04
1701,Feminine,Accessories,,,6.33
1702,Masculine,Coats and Blazers,MUSTARD,M|L|XL|XXL,13.73
1703,Masculine,Sweaters and Sweatshirts,WHITE,M|L|XL|XXL,10.54
1704,Masculine,T-shirts and Polos,MUSTARD,M|L|XL|XXL,6.55
1705,Masculine,Shirts,,M|L|XL|XXL,7.42
1706,Masculine,Pants and Jeans,,38|40|42|44|46|48,32.94
1707,Masculine,Suits,,M|L|XL|XXL,10.58
1708,Masculine,Sportswear,,M|L|XL|XXL,11.76
1709,Masculine,Blazers,,M|L|XL|XXL,9.02
1710,Masculine,Accessories,,,8.85
1711,Children,Baby (0-12 months),YELLOW,P|M|G,15.55
1712,Children,"Girl and Boy (1-5 years, 6-14 years)",TURQUOISE,P|M|G|GG,9.9
1713,Children,Coats,WHITE,P|M|G,11.07
1714,Children,Sweaters,,P|M|G,21.35
1715,Children,Pajamas-2,,P|M|G,16.84
1716,Children,Accessories,,,2.93
1717,Feminine,Coats and Blazers,LILAC,S|M|L|XL,42.1
1718,Feminine,Sweaters and Knitwear,SILVER,S|M|L|XL,18.59
1719,Feminine,Dresses and Jumpsuits,BEIGE,S|M|L|XL,32.7
1720,Feminine,Shirts and Blouses,,S|M|L|XL,17.78
1721,Feminine,T-shirts and Tops,,S|M|L|XL,15.88
1722,Feminine,Pants and Jeans,,36|38|40|42|44|46,47.69
1723,Feminine,Skirts and Shorts,,S|M|L|XL,3.42
1724,Feminine,Suits and Sets,,S|M|L|XL,17.2
1725,Feminine,Sportswear,,S|M|L|XL,24.96
1726,Feminine,Pajamas,,S|M|L|XL,14.77
1727,Feminine,Accessories,,,4.57
1728,Masculine,Coats and Blazers,,M|L|XL|XXL,16.16
1729,Masculine,Sweaters and Sweatshirts,BURGUNDY,M|L|XL|XXL,21.65
1730,Masculine,T-shirts and Polos,NEUTRAL,M|L|XL|XXL,2.37
1731,Masculine,Shirts,,M|L|XL|XXL,16.2
1732,Masculine,Pants and Jeans,,38|40|42|44|46|48,19.99
1733,Masculine,Suits,,M|L|XL|XXL,53.04
1734,Masculine,Sportswear,,M|L|XL,9.88
1735,Masculine,Blazers,,M|L|XL|XXL,22.18
1736,Masculine,Accessories,,,12.39
1737,Children,Baby (0-12 months),,P|M|G,10.76
1738,Children,"Girl and Boy (1-5 years, 6-14 years)",RED,P|M|G|GG,6.25
1739,Children,Coats,BLUE,P|M|G,18.41
1740,Children,Sweaters,,P|M|G,27.42
1741,Children,Pajamas-2,,P|M|G,10.07
1742,Children,Accessories,,,3.04
1743,Feminine,Coats and Blazers,BEIGE,S|M|L|XL,10.76
1744,Feminine,Sweaters and Knitwear,GREEN,S|M|L|XL,29.88
1745,Feminine,Dresses and Jumpsuits,YELLOW,S|M|L|XL,20.58
1746,Feminine,Shirts and Blouses,,S|M|L|XL,18.56
1747,Feminine,T-shirts and Tops,,S|M|L|XL,11.3
1748,Feminine,Pants and Jeans,,36|38|40|42|44|46,12.05
1749,Feminine,Skirts and Shorts,,S|M|L|XL,8.44
1750,Feminine,Suits and Sets,,S|M|L,18.33
1751,Feminine,Sportswear,,S|M|L,14.01
1752,Feminine,Pajamas,,S|M|L|XL,4.79
1753,Feminine,Accessories,,,7.55
1754,Masculine,Coats and Blazers,BLUE,M|L|XL|XXL,7.33
1755,Masculine,Sweaters and Sweatshirts,NEUTRAL,M|L|XL|XXL,19.42
1756,Masculine,T-shirts and Polos,MUSTARD,M|L|XL|XXL,19.16
1757,Masculine,Shirts,,M|L|XL|XXL,5.04
1758,Masculine,Pants and Jeans,,38|40|42|44|46|48,3.98
1759,Masculine,Suits,,M|L|XL,38.5
1760,Masculine,Sportswear,,M|L|XL|XXL,12.14
1761,Masculine,Blazers,,M|L|XL|XXL,2.87
1762,Masculine,Accessories,,,9.1
1763,Children,Baby (0-12 months),LILAC,P|M|G,20.03
1764,Children,"Girl and Boy (1-5 years, 6-14 years)",BURGUNDY,P|M|G,6.14
1765,Children,Coats,BLUE,P|M|G,27.34
1766,Children,Sweaters,,P|M|G,7.42
1767,Children,Pajamas-2,,P|M|G,5.02
1768,Children,Accessories,,,6.77
1769,Feminine,Coats and Blazers,RED,S|M|L|XL,8.12
1770,Feminine,Sweaters and Knitwear,,S|M|L|XL,25.55
1771,Feminine,Dresses and Jumpsuits,TURQUOISE,S|M|L|XL,13.95
1772,Feminine,Shirts and Blouses,,S|M|L|XL,22.98
1773,Feminine,T-shirts and Tops,,S|M|L,8.82
1774,Feminine,Pants and Jeans,,36|38|40|42|44|46,5.4
1775,Feminine,Skirts and Shorts,,S|M|L|XL,10.68
1776,Feminine,Suits and Sets,,S|M|L|XL,44.73
1777,Feminine,Sportswear,,S|M|L|XL,26.76
1778,Feminine,Pajamas,,S|M|L|XL,9.41
1779,Feminine,Accessories,,,4.7
1780,Masculine,Coats and Blazers,,M|L|XL|XXL,9.78
1781,Masculine,Sweaters and Sweatshirts,PINK,M|L|XL|XXL,33.28
1782,Masculine,T-shirts and Polos,BEIGE,M|L|XL|XXL,15.22
1783,Masculine,Shirts,,M|L|XL|XXL,12.4
1784,Masculine,Pants and Jeans,,38|40|42|44|46|48,9.94
1785,Masculine,Suits,,M|L|XL|XXL,31.36
1786,Masculine,Sportswear,,M|L|XL|XXL,9.83
1787,Masculine,Blazers,,M|L|XL|XXL,5.36
1788,Masculine,Accessories,,,2.56
1789,Children,Baby (0-12 months),,P|M|G,9.8
1790,Children,"Girl and Boy (1-5 years, 6-14 years)",MUSTARD,P|M|G|GG,6.82
1791,Children,Coats,SILVER,P|M|G,16.84
1792,Children,Sweaters,,P|M|G,15.31
1793,Children,Pajamas-2,,P|M|G,7.96
1794,Children,Accessories,,,4.56
1795,Feminine,Coats and Blazers,BLACK,S|M|L|XL,11.51
1796,Feminine,Sweaters and Knitwear,BEIGE,S|M|L|XL,13.97
1797,Feminine,Dresses and Jumpsuits,RED,S|M|L|XL,13.32
1798,Feminine,Shirts and Blouses,,S|M|L|XL,4.8
1799,Feminine,T-shirts and Tops,,S|M|L|XL,2.28
1800,Feminine,Pants and Jeans,,36|38|40|42|44|46,12.94
1801,Feminine,Skirts and Shorts,,S|M|L|XL,5.64
1802,Feminine,Suits and Sets,,S|M|L|XL,33.37
1803,Feminine,Sportswear,,S|M|L|XL,15.67
1804,Feminine,Pajamas,,S|M|L|XL,3.71
1805,Feminine,Accessories,,,3.54
1806,Masculine,Coats and Blazers,LILAC,M|L|XL|XXL,46.04
1807,Masculine,Sweaters and Sweatshirts,GOLD,M|L|XL|XXL,12.61
1808,Masculine,T-shirts and Polos,WHITE,M|L|XL|XXL,15.03
1809,Masculine,Shirts,,M|L|XL|XXL,10.63
1810,Masculine,Pants and Jeans,,38|40|42|44|46|48,27.56
1811,Masculine,Suits,SILVER,M|L|XL|XXL,34.83
1812,Masculine,Sportswear,,M|L|XL|XXL,9.72
1813,Masculine,Blazers,,M|L|XL|XXL,16.99
1814,Masculine,Accessories,,,2.52
1815,Children,Baby (0-12 months),RED,P|M|G,9.93
1816,Children,"Girl and Boy (1-5 years, 6-14 years)",,P|M|G|GG,13.16
1817,Children,Coats,BURGUNDY,P|M|G,14.98
1818,Children,Sweaters,,P|M|G,12.66
1819,Children,Pajamas-2,,P|M|G,14.64
1820,Children,Accessories,,,8.78
1821,Feminine,Coats and Blazers,NEUTRAL,S|M|L|XL,23.84
1822,Feminine,Sweaters and Knitwear,,S|M|L|XL,21.53
1823,Feminine,Dresses and Jumpsuits,YELLOW,S|M|L,21.65
1824,Feminine,Shirts and Blouses,,S|M|L|XL,6.3
1825,Feminine,T-shirts and Tops,,S|M|L|XL,18.78
1826,Feminine,Pants and Jeans,,36|38|40|42|44|46,22.58
1827,Feminine,Skirts and Shorts,,S|M|L|XL,7.74
1828,Feminine,Suits and Sets,,S|M|L|XL,19.11
1829,Feminine,Sportswear,,S|M|L|XL,11.05
1830,Feminine,Pajamas,,S|M|L|XL,8.81
1831,Feminine,Accessories,,,4.03
1832,Masculine,Coats and Blazers,SILVER,M|L|XL|XXL,53.55
1833,Masculine,Sweaters and Sweatshirts,BLUE,M|L|XL|XXL,22.18
1834,Masculine,T-shirts and Polos,PINK,M|L|XL|XXL,4.13
1835,Masculine,Shirts,,M|L|XL|XXL,13.3
1836,Masculine,Pants and Jeans,,38|40|42|44|46|48,20.29
1837,Masculine,Suits,,M|L|XL|XXL,30.81
1838,Masculine,Sportswear,,M|L|XL|XXL,15.32
1839,Masculine,Blazers,,M|L|XL|XXL,15.07
1840,Masculine,Accessories,,,3.13
1841,Children,Baby (0-12 months),SILVER,P|M|G,4.69
1842,Children,"Girl and Boy (1-5 years, 6-14 years)",YELLOW,P|M|G|GG,18.26
1843,Children,Coats,PINK,P|M|G,14.71
1844,Children,Sweaters,,P|M|G,15.13
1845,Children,Pajamas-2,,P|M|G,12.19
1846,Children,Accessories,,,1.37
1847,Feminine,Coats and Blazers,WHITE,S|M|L|XL,18
1848,Feminine,Sweaters and Knitwear,PINK,S|M|L|XL,11.04
1849,Feminine,Dresses and Jumpsuits,LILAC,S|M|L|XL,16.02
1850,Feminine,Shirts and Blouses,,S|M|L|XL,10.6
1851,Feminine,T-shirts and Tops,,S|M|L|XL,11.1
1852,Feminine,Pants and Jeans,,36|38|40|42|44|46,23.58
1853,Feminine,Skirts and Shorts,,S|M|L|XL,8.98
1854,Feminine,Suits and Sets,,S|M|L|XL,38.8
1855,Feminine,Sportswear,,S|M|L|XL,26.95
1856,Feminine,Pajamas,,S|M|L|XL,9.08
1857,Feminine,Accessories,,,15.17
1858,Masculine,Coats and Blazers,MUSTARD,M|L|XL|XXL,24
1859,Masculine,Sweaters and Sweatshirts,GREEN,M|L|XL|XXL,11.01
